,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
376,Cadillac,40,US,1563738972,37,44.25,-85.4,82.99,11.41
377,Mungwi,0,ZM,1563738972,48,-10.17,31.37,56.67,6.98
378,Atherton,0,AU,1563738921,93,-17.27,145.48,59.0,4.7
379,Talara,0,PE,1563738973,290,-4.58,-81.27,62.6,13.87
380,Rocha,90,UY,1563738973,68,-34.48,-54.34,71.61,17.72
381,Bandar,100,BD,1563738973,82,22.29,91.78,84.21,12.33
382,Krasnyy Chikoy,85,RU,1563738974,94,50.36,108.75,53.61,2.68
383,Sao Bernardo,66,BR,1563738974,69,-3.36,-42.42,79.17,1.48
384,Naze,100,NG,1563738974,94,5.43,7.07,73.95,5.17
385,Teknaf,100,BD,1563738975,78,20.86,92.31,84.03,7.81
386,Sonepur,40,IN,1563738975,84,25.7,85.16,87.8,4.7
387,Richards Bay,0,ZA,1563738975,69,-28.77,32.06,61.89,19.93
388,Cabedelo,40,BR,1563738976,78,-6.97,-34.84,78.8,14.99
389,Wadi Maliz,20,TN,1563738976,38,36.47,8.55,91.4,12.75
390,Banjar,99,ID,1563738976,96,-7.37,108.54,70.17,1.32
391,Rantepao,0,ID,1563738976,83,-2.97,119.9,53.97,2.84
392,Vila,0,IT,1563738976,58,45.18,8.4,82.4,5.82
393,Qingdao,100,CN,1563738977,83,36.09,120.35,80.6,2.24
394,Saint Anthony,1,US,1563738977,29,43.97,-111.68,80.6,5.82
395,Bereda,20,ES,1563738977,83,43.27,-7.54,69.8,10.29
396,Gandajika,0,CD,1563738978,32,-6.75,23.95,70.89,3.74
397,Weihai,98,CN,1563738978,36,37.5,122.11,82.0,3.0
398,Huarmey,42,PE,1563738978,87,-10.07,-78.15,62.97,11.68
399,Preobrazheniye,100,RU,1563738978,99,42.9,133.91,63.87,9.82
400,Morehead,1,US,1563738979,74,38.18,-83.43,86.0,6.31
401,Shahr-e Kord,20,IR,1563738979,14,32.33,50.85,82.4,13.87
402,Praia da Vitoria,75,PT,1563738928,78,38.73,-27.07,75.2,31.61
403,Bindura,6,ZW,1563738979,86,-17.3,31.33,47.49,5.03
404,Lingao,95,CN,1563738980,73,19.91,109.69,84.93,5.59
405,Lavrentiya,84,RU,1563738980,78,65.58,-170.99,52.89,11.14
406,Kitami,47,JP,1563738980,73,43.8,143.9,64.0,5.01
407,Nemuro,100,JP,1563738981,91,43.32,145.57,56.49,10.09
408,Boa Vista,40,BR,1563738981,55,2.82,-60.67,87.8,6.93
409,Nanakuli,75,US,1563738981,65,21.39,-158.15,86.0,11.41
410,Alugan,80,PH,1563738981,89,12.22,125.48,75.39,2.35
411,Hamilton,40,CA,1563738913,61,43.26,-79.87,88.0,5.82
412,Souillac,0,FR,1563738982,47,45.6,-0.6,82.4,9.17
413,Ayagoz,0,KZ,1563738982,71,47.96,80.43,61.71,4.43
414,Ambilobe,95,MG,1563738982,81,-13.19,49.05,73.59,4.61
415,Neiafu,75,TO,1563738983,78,-18.65,-173.98,73.4,2.24
416,Talnakh,0,RU,1563738983,58,69.49,88.39,59.0,6.71
417,Saint-Augustin,40,CA,1563738983,51,45.63,-73.98,87.01,9.17
418,Beroroha,0,MG,1563738983,78,-21.68,45.17,52.53,5.28
419,Baie-Comeau,40,CA,1563738984,68,49.22,-68.15,68.0,8.05
420,Petropavlovsk-Kamchatskiy,20,RU,1563738984,82,53.05,158.65,55.4,6.71
421,Edson,100,CA,1563738984,33,53.59,-116.44,73.4,12.75
422,Sabang,91,PH,1563738985,91,13.8,121.11,79.0,0.89
423,Sambava,84,MG,1563738985,98,-14.27,50.17,68.73,1.16
424,Sao Joao do Piaui,48,BR,1563738985,39,-8.36,-42.25,80.07,6.64
425,Potam,75,MX,1563738985,34,27.6,-110.38,97.0,4.7
426,Aasiaat,40,GL,1563738986,92,68.71,-52.87,42.99,12.71
427,Faya,0,SA,1563738986,12,18.39,42.45,86.0,5.82
428,Capitan Bado,40,PY,1563738986,49,-23.27,-55.53,77.73,6.35
429,Mount Isa,0,AU,1563738986,41,-20.73,139.49,42.8,7.83
430,Husavik,49,CA,1563738987,36,50.56,-96.99,73.0,5.01
431,Poso,54,ID,1563738987,85,-1.4,120.75,56.49,4.36
432,Aqtobe,0,KZ,1563738987,40,50.28,57.21,68.0,8.95
433,Dhidhdhoo,100,MV,1563738987,77,6.88,73.1,82.95,16.6
434,Aktau,0,KZ,1563738988,27,43.65,51.16,87.8,8.95
435,Eau Claire,1,US,1563738961,47,44.81,-91.5,80.01,9.17
436,Challans,0,FR,1563738822,53,46.85,-1.88,73.4,8.05
437,Tocok,100,PH,1563738988,85,16.14,120.42,76.29,0.51
438,Masvingo,0,ZW,1563738989,96,-20.08,30.83,45.87,5.14
439,Minsk,0,BY,1563738989,64,53.9,27.56,69.8,2.24
440,Oranjemund,0,ZA,1563738989,83,-28.55,16.43,56.49,13.0
441,Nikolsk,93,RU,1563738989,94,59.53,45.45,53.43,7.78
442,Amuntai,0,ID,1563738804,98,-2.42,115.25,69.45,2.24
443,Pisco,90,PE,1563738990,30,-13.71,-76.2,71.6,8.05
444,Havre-Saint-Pierre,40,CA,1563738990,68,50.23,-63.6,68.0,9.17
445,Cap Malheureux,20,MU,1563738990,88,-19.98,57.61,70.0,6.93
446,Pionerskiy,100,RU,1563738991,94,61.2,62.86,62.61,3.11
447,Livingston,75,US,1563738991,62,32.58,-88.19,90.0,9.17
448,Flin Flon,75,CA,1563738991,33,54.77,-101.88,77.0,9.17
449,Marzuq,92,YE,1563738991,28,14.4,46.47,80.25,5.03
450,Batticaloa,100,LK,1563738852,78,7.71,81.69,76.29,2.17
451,Teya,75,MX,1563738992,59,21.05,-89.07,96.01,11.41
452,Nanzhang,37,CN,1563738992,95,31.78,111.84,72.51,2.66
453,Kaita,90,JP,1563738992,94,34.37,132.55,75.2,2.66
454,Patea,6,NZ,1563738992,81,-39.76,174.48,46.99,1.01
455,Mayor Pablo Lagerenza,35,PY,1563738993,29,-19.93,-60.77,92.67,16.58
456,Cabo San Lucas,40,MX,1563738983,58,22.89,-109.91,91.99,10.29
457,Port Blair,100,IN,1563738975,82,11.67,92.75,82.59,18.34
458,Goderich,0,CA,1563738993,90,43.74,-81.71,77.0,1.99
459,Mbandaka,0,CD,1563738994,83,0.05,18.26,72.69,1.39
460,Oranjestad,40,AW,1563738712,66,12.52,-70.03,87.8,24.16
461,Corinth,0,GR,1563738994,39,37.94,22.93,82.99,8.05
462,Plettenberg Bay,0,ZA,1563738994,37,-34.05,23.37,52.53,6.62
463,Togitsu,75,JP,1563738995,78,32.83,129.83,78.01,9.17
464,Avigliano,86,IT,1563738995,42,40.73,15.72,70.17,1.81
465,Sola,100,TZ,1563738995,40,-3.17,33.8,75.93,1.19
466,Port-Gentil,75,GA,1563738995,88,-0.72,8.78,77.0,9.17
467,Los Llanos de Aridane,20,ES,1563738995,69,28.66,-17.92,75.2,12.75
468,Horconcitos,100,PA,1563738996,83,8.47,-81.8,77.37,1.97
469,Willowmore,0,ZA,1563738996,32,-33.3,23.49,46.59,9.24
470,Veinticinco de Diciembre,0,MX,1563738996,17,25.26,-104.05,87.27,12.35
471,Atbasar,58,KZ,1563738996,76,51.81,68.36,66.39,5.73
472,Gayny,7,RU,1563738997,96,60.3,54.33,56.13,3.74
473,Nueva Loja,75,EC,1563738859,74,0.08,-76.88,86.0,5.82
474,Ghugus,59,IN,1563738997,76,19.93,79.13,82.05,5.68
475,Orel-Izumrud,90,RU,1563738997,94,43.46,39.92,73.4,2.24
476,Leh,0,IN,1563738998,33,34.16,77.58,43.71,0.72
477,Tura,68,RU,1563738998,67,64.27,100.22,52.89,3.24
478,Yuli,100,CN,1563738998,98,24.82,106.77,71.07,2.71
479,Arroyo,75,BO,1563738999,59,-11.08,-66.08,89.6,9.17
480,Mimoso do Sul,68,BR,1563738999,91,-21.07,-41.37,61.35,3.91
481,Ribeira Grande,75,PT,1563738932,88,38.52,-28.7,75.2,16.11
482,Kieta,100,PG,1563738999,83,-6.22,155.63,78.99,11.01
483,Jiexiu,100,CN,1563738999,76,37.02,111.92,73.59,3.76
484,Olgod,0,DK,1563739000,87,55.81,8.63,60.8,6.93
485,Chuzhou,100,CN,1563739000,80,32.25,118.33,84.0,1.01
486,Hasaki,75,JP,1563739000,100,35.73,140.83,70.0,5.82
487,San Carlos de Bariloche,40,AR,1563739001,79,-41.13,-71.31,35.6,13.87
488,Yenagoa,100,NG,1563739001,93,4.92,6.26,75.57,4.0
489,Lorengau,84,PG,1563739001,82,-2.02,147.27,80.07,7.45
490,Springbok,0,ZA,1563739001,30,-29.67,17.88,56.67,11.39
491,Allanridge,0,ZA,1563739001,55,-27.75,26.64,35.01,4.0
492,El Alto,40,BO,1563738859,32,-16.5,-68.19,53.6,17.22
493,Camocim,91,BR,1563738914,57,-2.9,-40.84,83.31,4.0
494,Chone,22,EC,1563739002,85,-0.7,-80.09,72.87,17.9
495,Labuhan,0,ID,1563739002,88,-2.54,115.51,68.01,1.81
496,Puerto Cabezas,75,NI,1563739003,70,14.04,-83.39,87.8,11.41
497,Port-Cartier,75,CA,1563739003,63,50.03,-66.88,69.01,12.75
498,Wageningen,90,NL,1563739003,63,51.98,5.66,71.01,4.7
499,Yulara,0,AU,1563739003,48,-25.24,130.99,41.0,6.93
500,Mpulungu,0,ZM,1563739003,40,-8.77,31.12,61.35,8.46
501,Gunnedah,40,AU,1563739004,87,-30.98,150.25,42.8,5.82
502,Baruun-Urt,97,MN,1563739004,68,46.68,113.28,64.05,10.31
503,Port Hardy,40,CA,1563739004,77,50.7,-127.42,60.8,4.7
504,Gweta,0,BW,1563739004,62,-20.21,25.26,55.77,17.74
505,Airai,56,TL,1563739005,60,-8.93,125.41,65.31,4.29
506,Bonthe,100,SL,1563739005,88,7.53,-12.5,77.01,9.31
507,Inhambane,20,MZ,1563739005,67,-23.87,35.38,60.8,5.82
508,Moree,40,AU,1563739005,62,-29.46,149.84,54.0,11.41
509,San Vicente,20,EC,1563739006,74,-0.59,-80.41,82.4,12.75
510,Fort Nelson,40,CA,1563739006,47,58.81,-122.69,77.0,5.82
511,Challapata,31,BO,1563739006,38,-18.9,-66.78,52.17,10.33
512,Fairbanks,40,US,1563739007,68,64.84,-147.72,66.99,5.7
513,Bani Walid,0,LY,1563739007,71,31.76,14.0,67.47,10.4
514,Esmeraldas,40,BR,1563739007,49,-19.76,-44.31,69.8,11.41
515,Oeiras do Para,19,BR,1563739007,90,-2.0,-49.85,78.09,3.11
516,San Carlos,100,NI,1563739008,1,11.12,-84.78,73.99,18.99
517,Karratha,0,AU,1563739008,43,-20.74,116.85,62.25,7.9
518,Manta,0,RO,1563739008,64,45.1,24.1,67.47,2.93
519,Knysna,0,ZA,1563739008,65,-34.04,23.05,46.4,6.93
520,Savannah Bight,0,HN,1563739008,81,16.45,-85.85,83.31,17.31
521,Payson,1,US,1563738927,14,40.04,-111.73,93.99,4.7
522,Bandarbeyla,100,SO,1563739009,56,9.49,50.81,78.27,27.42
523,Guarapari,75,BR,1563739009,78,-20.67,-40.5,73.4,8.05
524,Yumen,3,CN,1563739009,49,40.29,97.04,67.11,4.94
525,Ilabaya,0,PE,1563739010,50,-17.42,-70.51,67.29,6.33
526,Khonsa,100,IN,1563739010,97,26.99,95.51,69.63,3.31
527,Namatanai,74,PG,1563739010,80,-3.66,152.44,79.35,6.96
528,Puerto del Rosario,20,ES,1563738727,78,28.5,-13.86,75.2,16.11
529,Tevriz,15,RU,1563739010,81,57.51,72.4,57.39,5.01
530,Port Shepstone,0,ZA,1563739011,83,-30.74,30.45,43.71,7.76
531,Qostanay,0,KZ,1563739011,93,53.17,63.58,59.0,6.71
532,Gabu,92,CN,1563739011,93,34.78,103.0,41.73,2.33
533,Knyaze-Volkonskoye,75,RU,1563739011,100,48.46,135.46,73.4,6.71
534,Tyler,1,US,1563739012,46,32.35,-95.3,97.0,5.82
535,Puerto Carreno,40,CO,1563738728,66,6.19,-67.49,86.0,3.36
536,Pontianak,100,ID,1563739012,81,-0.02,109.34,80.07,7.18
537,Evensk,11,RU,1563739012,53,61.92,159.24,54.87,3.09
538,Ocala,40,US,1563738819,59,29.19,-82.14,93.99,8.05
539,Banikoara,35,BJ,1563739013,74,11.3,2.44,78.63,3.78
540,Leticia,75,CO,1563739013,66,-4.21,-69.94,87.8,5.82
541,Nieuw Amsterdam,40,SR,1563739013,74,5.88,-55.08,88.0,6.93
542,Ust-Kulom,0,RU,1563739013,95,61.69,53.69,57.39,3.51
543,Olpad,75,IN,1563739014,89,21.34,72.75,84.2,12.12
544,Altay,0,CN,1563739014,71,47.83,88.13,49.29,3.15
545,Barguzin,32,RU,1563739014,92,53.62,109.63,50.19,1.23
546,Igurubi,68,TZ,1563739014,33,-4.0,33.71,77.91,10.85
547,Tual,76,ID,1563739015,82,-5.67,132.75,75.57,18.05
548,Vostok,69,RU,1563739015,90,46.45,135.83,63.69,4.92
549,Saint-Paul,0,FR,1563739015,57,45.22,1.9,78.8,4.7
550,Sao Felix do Xingu,43,BR,1563738815,52,-6.64,-51.99,82.77,2.84
551,Birao,64,CF,1563739016,86,10.3,22.78,73.77,4.79
552,Bhatkal,100,IN,1563739016,87,13.97,74.57,78.63,12.41
553,Nelson Bay,100,AU,1563739016,93,-32.72,152.14,52.0,13.44
554,Eydhafushi,100,MV,1563739016,77,5.1,73.07,83.31,15.1
555,Dourbali,43,TD,1563739017,87,11.81,15.86,74.31,5.5
556,Xinyang,55,CN,1563739017,73,32.13,114.07,78.09,3.53
557,Hovd,75,NO,1563739017,100,63.83,10.7,59.0,3.36
558,Cajamarca,75,PE,1563739017,42,-7.16,-78.52,68.0,6.93
559,Kabwe,0,ZM,1563739017,46,-14.44,28.44,59.37,9.62
560,Juba,0,EE,1563739018,64,57.82,26.93,68.0,4.7
561,Chor,0,PK,1563739018,50,25.52,69.77,90.33,13.53
562,Bafoulabe,31,ML,1563739018,53,13.81,-10.83,88.89,10.29
563,Carballo,20,ES,1563739018,83,43.21,-8.69,71.01,10.29
564,Udachnyy,0,RU,1563739019,41,66.42,112.4,60.8,2.24
565,Jawa,99,ID,1563739019,78,5.32,95.93,72.15,3.65
566,Aconibe,98,GQ,1563739019,98,1.29,10.94,67.65,3.62
567,Mukhen,28,RU,1563739019,93,48.19,136.14,70.53,4.07
568,Chivilcoy,100,AR,1563739020,53,-34.9,-60.02,57.93,15.14
569,Imbituba,40,BR,1563738903,73,-28.24,-48.67,71.6,14.99
570,Rio Gallegos,0,AR,1563738841,56,-51.62,-69.22,41.0,23.04
571,Beidao,100,CN,1563739020,91,34.57,105.89,60.45,2.68
572,Svetlogorsk,0,RU,1563739020,63,53.14,59.15,64.4,8.95
573,Bathsheba,40,BB,1563739020,70,13.22,-59.52,84.2,13.87
574,Muroto,99,JP,1563739021,97,33.37,134.14,73.59,2.13
575,Novovoronezh,0,RU,1563739021,55,51.31,39.22,66.2,4.47
576,Elko,1,US,1563738726,17,40.83,-115.76,99.0,3.36
577,Kalanguy,92,RU,1563739022,91,51.01,116.52,53.25,5.46
578,Wilmington,40,US,1563738983,50,39.75,-75.55,99.0,8.05
579,Celestun,55,MX,1563739022,78,20.87,-90.4,82.95,17.74
580,Tabuk,100,PH,1563739022,96,17.41,121.44,64.41,2.37
581,Aranos,0,NA,1563739022,15,-24.14,19.11,55.95,13.65
582,Haimen,92,CN,1563739023,87,31.87,121.18,84.99,3.76
583,Barra,20,GM,1563739023,66,13.49,-16.54,86.0,11.41
